"Certainty.to.vote.in.general.election.10.is.certain","GEVote","DidyouvoteGE2015","Past.vote","Eurefvote","Certainty.to.vote.in.EU.referendum.10.is.certain","Gender","Age","Region","Ethnicity","Education","Housing","mosaic_2014_groups","postcode","parliamentary_constituency","local_authority"
"10","Labour","Yes.I.voted","Labour","Dont.know","8","Male","25","London","Prefer.not.to.say","0","Prefer.not.to.say","O","N17 ","E14001002","E09000014"
"10","Liberal.Democrat","Yes.I.voted","Liberal.Democrat","Leave","10","Female","75","South.East","White","Level.1","Owned.outright.by.household","E","TN12 ","E14000997","E07000115"
NA,"Conservative","No.I.chose.not.to.vote",NA,"Leave","10","Female","64","London","Black./.African./.Caribbean./.Black.British","Level.2","Owned.with.a.mortgage.or.loan","N","SW20 ","E14000823","E09000024"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Female","51","Scotland","White","Level.3","Being.bought.on.a.mortgage","M","FK10 ","S14000050","S12000005"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Male","34","Yorkshire.and.The.Humber","White","Level.1","Owned.outright.by.household","N","NG11 ","E14000867","E06000018"
"10","Labour","Yes.I.voted","Labour","Leave","9","Male","68","North.West","White","Level.2","Owned.outright.by.household","B","BL5 ","E14000580","E08000001"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Male","Prefer.not.to.say","North.East","White","Level.4","Owned.outright.by.household","J","G66 ","S14000012","S12000045"
"10","Labour","Yes.I.voted","Other.party","Remain","10","Female","Prefer.not.to.say","South.East","White","Level.4","Being.bought.on.a.mortgage","H","SO19 ","E14000955","E06000045"
"9","Dont.know","Yes.I.voted","UKIP","Leave","10","Female","41","London","White","Level.2","Rented.from.a.private.landlord.or.letting.agency","N","CT16 ","E14000670","E07000108"
"10","Labour","No.I.wanted.to.vote.but.was.unable.to.do.so",NA,"Remain","6","Male","56","East.Midlands","White","No.qualifications","Prefer.not.to.say","K","EH47 ","S14000044","S12000040"
"1","Labour","No.I.chose.not.to.vote","blank","Leave","5","Male","46","North.West","White","No.formal.qualifications","Rented.from.private.landlord","C","CW8 ","E14000987","E06000050"
"10","Labour","Yes.I.voted","Labour","Remain",NA,"Male","55","North.West","White","Level.4","Being.bought.on.a.mortgage","F","M25 ","E14000612","E08000002"
"8","UKIP","Yes.I.voted","Dont.remember","Leave","7","Female","28","South.East","White","Level.1","Owned.with.a.mortgage.or.loan","G","IG10 ","E14000693","E07000072"
"10","Labour","Yes.I.voted","Labour",NA,NA,"Female","36","Yorkshire.and.The.Humber","White","Level.4","Being.bought.on.a.mortgage","H","LS24 ","E14000917","E07000169"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Dont.know","10","Male","55","Scotland","White","Level.2","Owned.outright.by.household","F","G64 ","S14000018","S12000045"
"10","Labour","Yes.I.voted","Labour","Remain","10","Male","30","London","White","Level.4","Rented.from.private.landlord","O","HA4 ","E14000906","E09000017"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Female","52","South.East","White","Other","Rented.from.a.private.landlord.or.letting.agency","M","PO12 ","E14000713","E07000088"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Male","55","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","H","AB12 ","S14000002","S12000033"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Male","71","South.West","White","Level.3","Owned.outright.by.household","E","SN6 ","E14000851","E06000030"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Female","58","Wales","White","Level.1","Prefer.not.to.say","D","CF3 ","W07000056","W06000022"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Male","66","Scotland","White","Level.2","Owned.outright.by.household","N","PA43 ","S14000005","S12000035"
"10","Labour","Yes.I.voted","Labour","Remain","10","Male","72","South.East","Black/Black.British","Level.2","Rented.from.a.private.landlord.or.letting.agency","F","BA1 ","E14000547","E06000022"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Female","58","London","White","Level.2","Owned.outright.by.household","A","SW19 ","E14001040","E09000024"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Female","54","East.of.England","White","Level.3","Rented.from.private.landlord","J","MK41 ","E14000841","E06000055"
NA,"Conservative","Yes.I.voted","Conservative","Remain","10","Female","57","Wales","White","Level.1","Owned.outright.by.household","F","CF35 ","W07000074","W06000013"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","42","West.Midlands","White","Level.3","Rented.from.Local.Authority","I","DY1 ","E14000671","E08000027"
"10","Conservative","Yes.I.voted","Conservative","Dont.know",NA,"Female","71","South.East","White","No.formal.qualifications","Owned.outright.by.household","E","SS9 ","E14000957","E06000033"
"2","Dont.know","Yes.I.voted","Dont.remember","Leave","9","Male","78","Wales","White","Level.1","Owned.outright.by.household","E","CF31 ","W07000073","W06000013"
"8","UKIP","Yes.I.voted","UKIP","Leave","10","Female","43","West.Midlands","White","Level.1","Owned.with.a.mortgage.or.loan","I","GL2 ","E14000990","E07000081"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Female","37","South.West","White","Level.1","Owned.with.a.mortgage.or.loan","D","HR2 ","E14000743","E06000019"
NA,"Conservative","Yes.I.voted","Conservative","Leave","10","Female","52","Wales","White","Level.4","Owned.outright.by.household","O","CF10 ","W07000080","W06000015"
"5","Dont.know","No.I.chose.not.to.vote",NA,"Dont.know","6","Female","37","South.East","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","J","BN9 ","E14000786","E07000063"
"1","None.-.wont.vote","No.I.chose.not.to.vote",NA,"Leave","9","Female","70","South.East","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","C","SY11 ","E14000849","E06000051"
NA,"Would.not.vote","No.I.was.ineligible.to.vote.in.that.General.Election",NA,"Leave","0","Prefer.not.to.say","50","London","Prefer.not.to.say","0","Prefer.not.to.say","O","RM13 ","E14000657","E09000016"
"10","Liberal.Democrat","Yes.I.voted","Liberal.Democrat","Remain","10","Male","62","East.of.England","White","Level.4","Being.bought.on.a.mortgage","N","CB4 ","E14000617","E07000008"
"10","Labour","Yes.I.voted","Green.Party","Remain","10","Female","70","North.West","Mixed","Level.2","Owned.with.a.mortgage.or.loan","L","LS8 ","E14000779","E08000035"
NA,"Conservative","Yes.I.voted","Conservative","Leave","10","Male","54","Wales","White","Level.4","Owned.outright.by.household","C","SA66 ","W07000066","W06000009"
NA,"Conservative","Yes.I.voted","UKIP","Leave","10","Female","45","London","White","Level.2","Privately.rented.from.someone.other.than.a.private.landlord.or.letting.agency","G","UB10 ","E14000906","E09000017"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","0","Female","36","Scotland","White","0","Rented.from.council/local.authority","K","PA3 ","S14000052","S12000038"
"10","Liberal.Democrat","Yes.I.voted","Liberal.Democrat","Remain","10","Male","89","East.Midlands","White","Level.1","Owned.outright.by.household","B","S11 ","E14000922","E08000019"
"8","UKIP","Yes.I.voted","Conservative","Leave","10","Female","61","North.West","White","0","Owned.outright.by.household","M","WA9 ","E14000962","E08000013"
"10","Conservative","Yes.I.voted","Labour","Leave","10","Female","33","Scotland","Asian/Asian.British","Other","Rented.from.private.landlord","I","EH54 ","S14000044","S12000040"
"10","Dont.know","Yes.I.voted","Conservative","Remain","10","Female","60","North.West","Prefer.not.to.say","Level.2","Prefer.not.to.say","D","PR4 ","E14000943","E07000127"
"10","Labour","Yes.I.voted","Labour","Remain","10","Male","29","North.West","White","Level.4","Rented.from.a.private.landlord.or.letting.agency","O","WN3 ","E14001039","E08000010"
NA,"Would.not.vote","No.I.chose.not.to.vote",NA,"Would.not.vote","0","Female","36","Wales","White","No.qualifications","Rented.from.council/local.authority","K","CF48 ","W07000071","W06000024"
"1","Dont.know","Yes.I.voted","Conservative","Remain","1","Female","32","South.West","White","Level.2","Rented.from.a.private.landlord.or.letting.agency","H","GL2 ","E14000712","E07000081"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Male","61","South.East","White","Level.4","Owned.outright.by.household","C","GU31 ","E14000633","E07000225"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Male","34","North.West","White","Level.3","Owned.with.a.mortgage.or.loan","B","BS24 ","E14001038","E06000024"
"10","Labour","Yes.I.voted","Labour","Remain","10","Male","38","South.West","White","Level.4","Being.bought.on.a.mortgage","E","BS49 ","E14000850","E06000024"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Male","49","Scotland","White","Level.1","Owned.outright.by.household","D","DG7 ","S14000013","S12000006"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Leave","10","Female","60","Scotland","White","Level.4","Owned.outright.by.household","F","G76 ","S14000021","S12000011"
"10","Labour","Yes.I.voted","Labour","Leave","10","Male","39","South.East","White","Level.3","Being.bought.on.a.mortgage","O","SO30 ","E14000685","E07000086"
"0","UKIP","No.I.chose.not.to.vote","0","Leave","0","Male","49","Wales","White","Level.1.or.2","Being.bought.on.a.mortgage","E","SA4 ","W07000046","W06000011"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","55","Yorkshire.and.The.Humber","White","Level.2","Owned.with.a.mortgage.or.loan","M","N16 ","E14000720","E09000012"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Male","65","South.East","White","Level.1.or.2","Owned.outright.by.household","E","OX5 ","E14000874","E07000177"
"10","Labour","Yes.I.voted","Green.Party","Remain","10","Female","32","North.East","White","Level.1","Owned.outright.by.household","B","NE45 ","E14000746","E06000057"
"10","Conservative","Yes.I.voted","Conservative","Dont.know","10","Female","66","South.West","White","Level.1.or.2","Rented.from.Local.Authority","K","BS14 ","E14000599","E06000023"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Female","56","South.East","White","Other","Owned.outright.by.household","C","TN33 ","E14000557","E07000064"
NA,"Conservative","Yes.I.voted","Conservative","Leave","10","Female","61","Wales","White","Level.1","Social.housing.rented.other.than.from.council/local.authority","K","SA10 ","W07000049","W06000012"
"10","UKIP","Yes.I.voted","UKIP","Leave",NA,"Male","43","North.West","White","Level.4","Being.bought.on.a.mortgage","H","PR8 ","E14000958","E08000014"
"10","UKIP","Cant.remember",NA,"Remain","10","Female","48","South.West","White","Level.1","Owned.with.a.mortgage.or.loan","I","BS15 ","E14000599","E06000023"
"7","Conservative","Yes.I.voted","Liberal.Democrat",NA,NA,"Male","64","South.East","White","No.formal.qualifications","Rented.from.Housing.Association","M","SO22 ","E14001041","E07000094"
NA,"Liberal.Democrat","Cant.remember",NA,"Dont.know","6","Female","36","London","White","No.qualifications","Rented.from.a.private.landlord.or.letting.agency","O","CR0 ","E14000655","E09000008"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Male","68","Scotland","White","Level.2","Rented.from.council/local.authority","F","NG5 ","E14000866","E06000018"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Female","23","Scotland","White","Level.1.or.2","Rented.from.private.landlord","O","AB11 ","S14000001","S12000033"
NA,"Liberal.Democrat","Yes.I.voted","Conservative","Leave","10","Female","76","Wales","White","Level.1","Owned.outright.by.household","E","CF23 ","W07000050","W06000015"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Female","46","East.Midlands","White","Level.3","Owned.with.a.mortgage.or.loan","K","DE4 ","E14000664","E07000035"
NA,"Labour","Yes.I.voted","Labour","Would.not.vote","Dont.know","Prefer.not.to.say","47","London","Prefer.not.to.say","0","Prefer.not.to.say","K","NW9 ","E14000592","E09000005"
NA,"Labour","Yes.I.voted","Labour","Leave","5","Male","52","Scotland","White","Level.1","Social.housing.rented.other.than.from.council/local.authority","O","DD1 ","S14000016","S12000042"
"10","Liberal.Democrat","Yes.I.voted","Liberal.Democrat","Remain","10","Male","54","East.of.England","White","Level.4","Owned.outright.by.household","C","PE19 ","E14000934","E07000012"
"10","Labour","Yes.I.voted","Labour","Dont.know","Dont.know","Female","60","Scotland","White","0","Prefer.not.to.say","B","DD2 ","S14000016","S12000041"
"7","Conservative","Yes.I.voted","UKIP","Dont.know","8","Male","60","North.West","White","0","Owned.with.a.mortgage.or.loan","K","SL1 ","E14000930","E06000039"
NA,"Conservative","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Male","41","Scotland","White","Level.2","Owned.with.a.mortgage.or.loan","G","KA1 ","S14000040","S12000008"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Male","58","South.East","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","F","TN4 ","E14001004","E07000116"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Male","73","East.Midlands","White","No.formal.qualifications","Owned.outright.by.household","L","DE15 ","E14000935","E07000039"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","70","East.Midlands","White","Level.4","Owned.outright.by.household","E","LE11 ","E14000797","E07000130"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","54","South.West","White","Level.4","Rented.from.a.private.landlord.or.letting.agency","D","TR27 ","E14000616","E06000052"
NA,"Other.party","Yes.I.voted","Conservative","Leave","10","Male","65","London","White","Level.4","Owned.with.a.mortgage.or.loan","N","UB7 ","E14000737","E09000017"
"9","Labour","Yes.I.voted","Labour","Remain","8","Female","48","East.of.England","White","Level.4","Rented.from.a.private.landlord.or.letting.agency","J","NR32 ","E14001022","E07000206"
NA,"UKIP","Yes.I.voted","Plaid.Cymru-.the.Welsh.Nationalists","Dont.know","1","Female","60","Wales","White","No.qualifications","Owned.outright.by.household","M","CF46 ","W07000071","W06000024"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Female","56","North.West","White","Level.2","Owned.outright.by.household","M","CA14 ","E14001053","E07000026"
"10","Conservative","Yes.I.voted","Conservative","Dont.know","10","Female","28","West.Midlands","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","J","SY7 ","E14000799","E06000051"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Male","33","Scotland","White","Level.3","Rented.from.private.landlord","O","DD1 ","S14000016","S12000042"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Female","47","London","Asian/Asian.British","Level.4","Other/Dont.know","N","HA7 ","E14000731","E09000015"
"10","UKIP","Yes.I.voted","UKIP","Leave",NA,"Male","55","East.Midlands","White","Level.1.or.2","Owned.outright.by.household","F","LE4 ","E14000782","E06000016"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Male","58","East.of.England","White","Level.4","Owned.outright.by.household","E","CB24 ","E14000937","E07000012"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Female","64","Wales","White","0","Prefer.not.to.say","D","LL68 ","W07000041","W06000001"
NA,"Conservative","Yes.I.voted","Conservative","Leave","10","Male","43","London","White","Level.4","Privately.rented.from.someone.other.than.a.private.landlord.or.letting.agency","A","SW19 ","E14001040","E09000024"
"8","Conservative","Yes.I.voted","Conservative",NA,NA,"Female","Prefer.not.to.say","East.Midlands","White","Other","Being.bought.on.a.mortgage","G","NN3 ","E14000660","E07000151"
"10","Labour","Yes.I.voted","Labour","Leave","10","Female","33","South.East","White","0","Owned.outright.by.household","O","NE22 ","E14001014","E06000057"
"1","UKIP","Yes.I.voted","UKIP","Leave","10","Male","54","South.West","White","Level.1","Owned.with.a.mortgage.or.loan","B","SO45 ","E14000827","E07000091"
NA,"Labour","Yes.I.voted","Labour","Remain","8","Female","59","Wales","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","F","CF38 ","W07000075","W06000016"
"10","Dont.know","Yes.I.voted","Labour","Remain","10","Female","50","North.East","White","Level.2","Owned.outright.by.household","M","NE28 ","E14000853","E08000022"
"10","Conservative","Yes.I.voted","Conservative","Dont.know","9","Female","73","South.West","White","Level.1","Owned.outright.by.household","N","EX39 ","E14001000","E07000046"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Female","68","South.West","White","No.qualifications","Owned.outright.by.household","C","NE15 ","E14000833","E08000021"
NA,"Would.not.vote","Yes.I.voted","Conservative","Dont.know","10","Male","52","Wales","White","Level.1","Owned.with.a.mortgage.or.loan","O","CF10 ","W07000050","W06000015"
"10","UKIP","Yes.I.voted","Labour",NA,NA,"Male","22","West.Midlands","White","Other","Being.bought.on.a.mortgage","I","TF9 ","E14000849","E06000051"
NA,"Scottish.National.Party.SNP","No.I.chose.not.to.vote",NA,"Leave","6","Male","29","Scotland","White","Level.2","Owned.with.a.mortgage.or.loan","H","AB12 ","S14000002","S12000033"
NA,"Conservative","Yes.I.voted","Conservative","Leave","8","Male","64","Wales","White","Level.2","Owned.outright.by.household","C","CH4 ","W07000043","W06000005"
NA,"Plaid.Cymru.-.the.Welsh.Nationalists","Yes.I.voted","Plaid.Cymru-.the.Welsh.Nationalists","Remain","10","Male","45","Wales","White","Level.2","Owned.with.a.mortgage.or.loan","G","SA18 ","W07000067","W06000010"
"10","UKIP","Yes.I.voted","UKIP",NA,NA,"Male","53","London","White","Other","Other/Dont.know","N","HA8 ","E14000741","E09000003"
"10","Liberal.Democrat","Yes.I.voted","Labour","Remain","10","Female","52","South.East","White","Level.1","Owned.with.a.mortgage.or.loan","F","GU14 ","E14000530","E07000092"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Male","78","South.West","White","Level.3","Owned.outright.by.household","L","TR11 ","E14001003","E06000052"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Male","35","North.West","White","Level.4","Being.bought.on.a.mortgage","J","AL4 ","E14000960","E07000240"
"10","Conservative","Yes.I.voted","Conservative","Leave",NA,"Female","49","East.Midlands","White","Other","Being.bought.on.a.mortgage","J","LE67 ","E14000858","E07000134"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Female","46","London","White","Level.1","Owned.outright.by.household","A","TN39 ","E14000557","E07000064"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","42","North.West","White","Level.2","Owned.with.a.mortgage.or.loan","H","WA5 ","E14001017","E06000007"
NA,"Conservative","Yes.I.voted","Conservative","Leave","1","Male","44","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","C","AB42 ","S14000007","S12000034"
NA,"Labour","Yes.I.voted","Labour","Remain","7","Female","55","London","Black./.African./.Caribbean./.Black.British","Level.4","Owned.with.a.mortgage.or.loan","N","SE28 ","E14000696","E09000011"
"10","Labour","Yes.I.voted","Labour","Remain","10","Male","72","South.East","White","Level.3","Owned.with.a.mortgage.or.loan","L","NR8 ","E14000603","E07000144"
"5","UKIP","Yes.I.voted","UKIP","Dont.know","5","Female","31","East.Midlands","White","Level.3","Rented.from.a.private.landlord.or.letting.agency","H","LN6 ","E14000929","E07000139"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Female","Prefer.not.to.say","Yorkshire.and.The.Humber","White","Dont.know","Prefer.not.to.say","H","DL6 ","E14000895","E07000164"
"10","Conservative","Yes.I.voted","UKIP","Leave",NA,"Female","48","South.East","White","Level.1.or.2","Being.bought.on.a.mortgage","G","KT13 ","E14000907","E07000207"
NA,"UKIP","Yes.I.voted","UKIP","Leave","10","Female","60","Wales","White","Level.2","Rented.from.a.private.landlord.or.letting.agency","J","CF83 ","W07000076","W06000018"
"6","Dont.know","Cant.remember","0",NA,NA,"Female","23","Yorkshire.and.The.Humber","White","Dont.know","Rented.from.Local.Authority","blank","YO24 ","E14001061","E06000014"
"7","Liberal.Democrat","Yes.I.voted","Liberal.Democrat","Dont.know","7","Female","63","North.West","White","Level.2","Owned.outright.by.household","F","PR9 ","E14000958","E08000014"
"5","UKIP","Yes.I.voted","UKIP","Leave","10","Female","72","North.East","White","No.qualifications","Owned.outright.by.household","L","NE24 ","E14000575","E06000057"
"7","Labour","Yes.I.voted","Labour","Dont.know","6","Female","63","Yorkshire.and.The.Humber","White","Level.1","Owned.outright.by.household","M","LS28 ","E14000886","E08000035"
"10","Conservative","Yes.I.voted","Dont.remember","Dont.know","10","Male","28","London","Asian/Asian.British","0","Prefer.not.to.say","J","HA0 ","E14000592","E09000005"
"10","Conservative","Yes.I.voted","Labour","Leave",NA,"Male","47","West.Midlands","White","No.formal.qualifications","Owned.outright.by.household","M","B27 ","E14000568","E08000025"
"7","Liberal.Democrat","Yes.I.voted","Liberal.Democrat","Remain","8","Female","62","South.West","White","Level.1","Owned.outright.by.household","M","BS37 ","E14000994","E06000025"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Conservative","Remain","10","Female","37","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","G","FK7 ","S14000057","S12000030"
NA,"Labour","Yes.I.voted","Labour","Leave","10","Male","57","Wales","White","0","Owned.outright.by.household","H","CF31 ","W07000073","W06000013"
"1","UKIP","No.I.wanted.to.vote.but.was.unable.to.do.so",NA,"Leave","3","Male","22","West.Midlands","White","Level.2","Rented.from.council/local.authority","I","LE11 ","E14000797","E07000130"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Dont.know","10","Female","53","Scotland","White","Level.1.or.2","Owned.outright.by.household","M","DD2 ","S14000016","S12000042"
NA,"Liberal.Democrat","Yes.I.voted","Conservative","Remain","10","Male","35","Scotland","White","Level.2","Owned.with.a.mortgage.or.loan","G","EH24 ","S14000045","S12000019"
NA,"Other.party","No.I.wanted.to.vote.but.was.unable.to.do.so",NA,"Leave","10","Male","33","Wales","White","Level.1","Owned.with.a.mortgage.or.loan","C","LD4 ","W07000068","W06000023"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Female","65","South.East","White","Level.1.or.2","Other/Dont.know","M","ME5 ","E14000626","E06000035"
"10","Labour","Yes.I.voted","Labour",NA,NA,"Female","63","East.Midlands","White","Other","Rented.from.Local.Authority","M","DN22 ","E14000546","E07000171"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Male","28","East.of.England","White","Level.4","Being.bought.on.a.mortgage","O","SS15 ","E14000544","E07000066"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Female","Prefer.not.to.say","Yorkshire.and.The.Humber","White","Level.4","Rented.from.a.private.landlord.or.letting.agency","G","SN11 ","E14000860","E06000054"
NA,"Conservative","Yes.I.voted","Conservative","Leave","10","Female","60","Scotland","White","Level.1","Owned.outright.by.household","C","TD12 ","S14000008","S12000026"
NA,"Labour","Yes.I.voted","Labour","Dont.know","Dont.know","Male","72","Wales","White","0","Owned.outright.by.household","E","NP11 ","W07000077","W06000018"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Labour","Remain","10","Male","37","Scotland","White","Level.4","Owned.with.a.mortgage.or.loan","G","EH12 ","S14000026","S12000036"
"10","Liberal.Democrat","Yes.I.voted","Liberal.Democrat","Remain","10","Male","51","West.Midlands","White","Level.2","Owned.outright.by.household","I","NE61 ","E14000554","E06000057"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Male","60","Wales","White","Level.3","Owned.with.a.mortgage.or.loan","E","LL19 ","W07000060","W06000004"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Male","47","East.of.England","White","Other","Being.bought.on.a.mortgage","C","PE28 ","E14000855","E07000011"
"8","Dont.know","No.I.wanted.to.vote.but.was.unable.to.do.so","0",NA,NA,"Female","Prefer.not.to.say","East.of.England","White","Other","Being.bought.on.a.mortgage","H","CB23 ","E14000934","E07000012"
"0","None.-.wont.vote","No.I.chose.not.to.vote",NA,"Would.not.vote","0","Male","32","Wales","White","Level.2","Prefer.not.to.say","F","SA40 ","W07000067","W06000010"
NA,"Conservative","Yes.I.voted","Conservative","Remain","10","Female","22","Scotland","White","Level.1","Privately.rented.from.someone.other.than.a.private.landlord.or.letting.agency","D","G82 ","S14000005","S12000035"
"10","Dont.know","Yes.I.voted","Labour","Remain","10","Female","33","South.West","White","Level.2","Owned.with.a.mortgage.or.loan","O","SL6 ","E14000803","E06000040"
"10","Labour","Yes.I.voted","Labour","Remain","10","Male","32","North.West","White","Level.1","Privately.rented.from.someone.other.than.a.private.landlord.or.letting.agency","I","LA3 ","E14000825","E07000121"
"10","Green.Party","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Male","62","West.Midlands","White","Level.4","Rented.from.council/local.authority","F","PA2 ","S14000053","S12000038"
NA,"Plaid.Cymru.-.the.Welsh.Nationalists","Yes.I.voted","Plaid.Cymru-.the.Welsh.Nationalists","Remain","10","Male","45","Wales","White","Level.1","Owned.with.a.mortgage.or.loan","C","SA62 ","W07000065","W06000009"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Male","103","South.East","White","Level.1","Owned.outright.by.household","L","BN23 ","E14000684","E07000061"
"0","None.-.wont.vote","No.I.chose.not.to.vote",NA,"Dont.know","1","Female","67","North.East","White","Level.2","Social.housing.rented.other.than.from.council/local.authority","F","SS6 ","E14000888","E07000075"
NA,"UKIP","Yes.I.voted","Conservative","Leave","Dont.know","Male","64","Wales","White","No.qualifications","Prefer.not.to.say","F","CF83 ","W07000076","W06000018"
"10","Conservative","Yes.I.voted","Conservative","Dont.know","10","Female","64","South.East","White","0","Owned.outright.by.household","C","NR33 ","E14001022","E07000206"
NA,"Dont.know","Cant.remember",NA,"Dont.know","5","Prefer.not.to.say","42","Scotland","Prefer.not.to.say","0","Prefer.not.to.say","J","HS2 ","S14000027","S12000013"
"10","Labour","Yes.I.voted","Labour","Dont.know",NA,"Female","50","North.West","White","Level.1.or.2","Being.bought.on.a.mortgage","M","BL9 ","E14000611","E08000002"
"1","None.-.wont.vote","No.I.chose.not.to.vote",NA,"Leave","8","Male","49","South.East","White","Level.4","Owned.outright.by.household","G","BA2 ","E14000846","E06000022"
"10","Labour","Yes.I.voted","Labour","Dont.know",NA,"Male","56","North.West","White","Level.3","Owned.outright.by.household","F","LA9 ","E14001037","E07000031"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","58","North.East","White","Level.1","Social.housing.rented.other.than.from.council/local.authority","L","TS6 ","E14000891","E06000003"
"10","Labour","Yes.I.voted","UKIP","Leave","1","Male","53","South.East","White","Level.1","Owned.outright.by.household","N","TW20 ","E14000907","E07000212"
"0","None.-.wont.vote","No.I.was.ineligible.to.vote.in.that.General.Election","0","Remain","10","Male","34","London","White","Other","Rented.from.a.private.landlord.or.letting.agency","K","SM1 ","E14000984","E09000029"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","54","East.Midlands","White","Level.1.or.2","Rented.from.Housing.Association","L","NG22 ","E14000924","E07000175"
NA,"Plaid.Cymru.-.the.Welsh.Nationalists","Cant.remember",NA,"Leave","Dont.know","Female","57","Wales","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","F","CF5 ","W07000079","W06000015"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","64","Yorkshire.and.The.Humber","White","Level.1","Owned.with.a.mortgage.or.loan","F","WF3 ","E14000826","E08000036"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Male","71","South.East","White","Level.4","Owned.outright.by.household","I","CT9 ","E14000852","E07000114"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Male","69","London","White","Level.2","Owned.outright.by.household","F","UB7 ","E14000737","E09000017"
"10","Conservative","Yes.I.voted","Conservative","Dont.know","9","Female","74","Scotland","White","Level.2","Owned.with.a.mortgage.or.loan","E","WA11 ","E14000962","E08000013"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Female","34","Prefer.not.to.say","White","Level.1","Owned.with.a.mortgage.or.loan","J","KA20 ","S14000048","S12000021"
"10","Dont.know","Yes.I.voted","0","Dont.know","6","Female","53","North.East","White","Level.2","Owned.outright.by.household","F","NE61 ","E14001014","E06000057"
"1","Dont.know","Yes.I.voted","Labour","Remain","6","Female","60","London","White","0","Prefer.not.to.say","O","WV3 ","E14001051","E08000031"
